sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
1.6676,4.2677,2.5627,2.7436,-2.1323,1.934,0.27337,3.8022,2.4469,2.7507,-2.4989,1.6294
1.1187,0.2554,-0.57918,-1.6918,0.097671,-0.74899,1.2444,0.25004,-1.0592,-2.2218,0.45564,-0.92603
2.6582,-1.6129,-1.0976,3.4163,-0.56672,0.43095,2.4533,0.53308,-0.28686,2.7664,0.10446,0.7238
2.5173,-1.8386,2.6127,-1.6587,-1.664,-0.96392,2.4353,-0.0052402,2.5826,-0.90182,-1.5249,-1.2796
-0.65519,1.0182,1.1021,2.6742,-3.2342,1.8534,-1.0137,0.72041,-0.47378,2.5348,-3.0477,2.4639
1.822,-0.098562,0.1922,3.6995,-3.5509,1.626,1.3402,-0.24995,0.11522,3.7228,-3.1859,2.7521
-0.80173,2.7097,-1.0033,1.6904,-1.0983,-1.9789,1.4374,2.1573,-1.4778,1.5824,-0.99959,-3.0369
-0.62137,1.3528,-1.6485,0.51178,-0.42325,0.96598,-0.8216,1.8384,-0.045804,0.73832,-0.82781,0.82283
0.15216,1.3039,0.22181,-1.0521,-2.3048,0.92858,-1.3202,1.097,-0.70319,-1.1528,-1.6561,0.81644
1.8219,3.3366,-1.731,2.3938,-0.90504,0.47338,2.2596,3.3722,-1.2718,2.2755,-1.1695,0.47358
-0.21072,3.014,0.95409,2.2029,-0.58649,-0.96745,0.52097,3.5172,0.54629,2.4444,-0.95078,-0.63401
1.0751,3.4342,1.2963,4.0528,0.43944,-0.57788,1.2049,3.0634,1.7331,3.6716,0.52004,-0.82437
2.0875,-0.86654,2.2336,4.357,-0.20059,3.1448,1.9963,-1.5981,3.2257,4.8906,-0.062219,3.7061
-0.72323,2.4641,2.2069,-1.792,0.75232,2.9876,0.36606,2.6115,2.6181,-0.090822,0.64391,2.2488
0.72161,3.4847,1.6685,2.0932,-2.2356,2.5617,0.51384,3.7292,1.7391,2.0872,-2.234,2.1588
0.72997,1.5507,-0.89964,4.3848,-0.19197,3.2764,0.36617,1.7362,2.7419,4.7062,-0.2673,2.4216
3.1355,4.0411,1.2893,-1.6306,-1.3581,3.4715,3.1017,4.2732,1.6326,-1.0906,-1.7043,2.3019
-0.50786,0.99288,1.4233,-0.87795,0.012974,2.8366,0.33552,-0.077379,1.4621,0.083733,0.14064,1.7658
0.61045,1.4069,-1.3249,-0.14295,-3.9621,-0.46828,-0.84725,-0.46357,0.010137,1.5748,-2.8456,-0.85349
1.7961,0.33815,-1.7042,-1.688,-1.547,1.1564,1.7444,0.18569,0.15824,-1.8364,-1.0957,0.43684
0.24012,4.3741,-1.0264,1.6945,-3.7174,-0.3063,1.8741,3.2839,-1.0823,1.4493,-2.9779,-0.86548
-0.24293,0.85584,1.3453,1.1038,-1.2547,2.8474,-0.74133,0.71744,1.2792,0.64557,-1.1413,3.2119
2.5066,0.37208,-0.45662,0.36584,-1.2017,1.0398,1.8816,1.2105,-1.7319,-0.52812,-0.11711,1.3725
-1.1777,-0.95544,-1.4564,0.93839,0.2968,0.22089,-1.6222,-0.066449,1.5942,2.301,-1.769,0.23059
1.1725,-1.4835,1.0853,2.1271,-2.6259,4.0928,1.1307,-0.95848,1.7132,1.8154,-2.4794,3.8993
1.2549,0.0056851,0.36721,1.8672,-1.4672,1.8951,1.513,-0.5894,0.80847,1.6227,-1.1848,1.7999
-0.99917,-0.40856,-0.96096,1.1192,0.98374,2.0101,-0.0059494,-0.62295,-1.0923,1.1943,1.6597,2.2356
0.39707,2.7359,0.76183,1.003,-0.72121,-1.5604,0.20136,2.6891,0.946,0.98565,-0.83245,-1.61
-1.0592,1.1565,1.5581,-0.85658,-2.7113,4.2745,0.45775,1.6561,-0.21424,2.0072,-2.2659,2.569
1.0663,0.3454,2.2098,0.21937,-0.80374,1.1277,0.71171,-0.87255,1.9513,0.036922,-0.68398,2.7201
1.3234,3.7181,2.3177,3.9061,-0.76209,-1.606,1.3152,3.3699,2.6339,3.7265,-0.20377,-2.4541
0.090361,0.41973,0.45199,3.941,-0.88254,-2.0897,0.67581,0.46988,1.1423,3.9907,-1.1709,-1.5875
0.31107,0.21779,0.025371,-0.17179,1.4304,3.8855,0.81448,0.20877,0.31067,-1.4836,0.44003,3.7144
1.2376,3.4811,1.0579,1.0353,-0.61478,4.3309,-0.037431,3.3626,1.4147,1.1309,-0.93704,3.075
2.7969,1.5026,0.4693,-0.8361,0.61801,0.65614,3.6372,3.412,0.72292,-0.21117,0.18434,0.50655
-0.70883,3.4248,2.074,-1.6813,-0.99977,2.3992,0.54099,3.5057,1.7051,-0.81373,-1.0073,2.4083
1.0813,0.44645,0.74843,0.33757,-3.1943,3.1896,0.69281,2.0536,-0.39219,2.0241,-2.7892,1.9023
2.6382,-1.0041,1.0638,1.9407,-1.2632,0.98289,2.3449,-0.35714,0.17952,1.2816,-0.11017,2.561
1.249,-0.59909,1.1112,1.1715,-0.55978,2.5774,1.125,-0.97571,0.99477,0.7725,-0.37734,1.3344
2.7919,1.7894,2.2836,2.3471,-2.3483,1.219,2.8105,1.3063,1.444,2.1939,-1.9117,2.1672
3.0088,2.152,1.3024,2.1763,0.7299,-1.8656,2.931,1.1538,1.667,1.9979,0.35709,-2.5369
1.5029,-1.6891,-0.98149,1.9254,1.1222,1.5108,1.3914,-1.5187,-0.15718,2.343,0.98807,1.73
-0.36007,3.9494,2.0092,1.7417,-2.7678,-1.0159,-0.29795,3.5024,1.3446,1.0504,-2.0854,-2.3013
0.483,4.3904,-1.382,4.1796,-0.3898,0.55769,2.7364,5.0023,-0.44661,3.5107,0.16209,0.83707
0.90383,-0.83765,-1.1453,-0.87318,1.3345,-0.20213,0.51164,2.0875,1.6482,-0.37492,-2.2648,0.097228
0.82616,3.5205,1.6029,4.1303,-3.1574,1.4432,1.0053,3.1334,-0.28675,4.1092,-2.4486,3.0855
-0.29338,1.0962,0.41655,2.1389,-1.3447,-0.50175,-0.79861,1.1881,1.3131,2.4316,-1.5721,-0.39022
1.0037,1.336,1.793,-0.25224,-0.1063,0.66088,0.81238,1.5279,2.0921,-0.56632,-0.17103,0.88747
-0.33151,-1.5254,-1.6088,2.0663,0.52481,3.6356,-0.21129,-0.50751,-1.3913,2.8771,-0.18784,2.0078
-1.1308,-0.88263,0.21286,-1.589,0.917,-0.79723,0.78393,-0.93405,0.9678,-1.1625,-0.1821,-0.81229
2.4043,2.8742,0.81145,3.9074,-1.851,1.2199,2.3788,2.6665,-0.45142,3.4043,-1.2373,2.7376
-0.97773,-0.98613,0.41056,1.6536,-2.3398,2.8685,0.041928,0.42867,1.6954,2.5143,-2.6502,1.0652
2.2642,-0.59853,-1.0201,1.9615,-0.88941,3.8422,2.4812,-0.042998,0.63254,2.0906,-1.0975,3.0603
3.2097,-0.75652,-1.3243,1.8486,-3.2072,4.4911,3.5939,-0.01785,2.1914,0.28977,-3.7785,2.3435
1.2355,-0.04487,1.6486,3.3718,-3.634,-1.6102,1.0181,-0.5683,0.029104,2.9322,-3.4084,-2.3673
-1.4031,-0.23389,1.6828,4.365,-2.1714,-0.7852,-0.13003,-1.3729,-0.7134,3.8775,-1.7252,-1.1402
0.80319,3.4501,-0.10943,1.9623,-2.3917,1.3433,-0.13118,2.9769,0.0097158,1.5874,-1.9885,1.9737
-1.2115,1.9589,-0.7236,1.9698,-2.667,1.0965,-1.6796,1.4006,0.76719,1.0117,-1.255,2.5249
0.047005,-1.3178,0.024777,0.44609,-4.0051,2.4998,0.44772,-0.99584,-0.86289,0.59353,-3.1245,1.5193
-0.47211,-1.608,-0.20471,4.2384,-0.89744,3.443,-0.84699,-0.48231,2.0146,4.1408,-1.0385,2.7215
-0.10106,-1.8147,1.9233,0.1885,-0.22916,4.5924,-0.1076,-1.7425,1.9107,0.25716,-0.70056,3.5168
-0.84099,-1.6511,-1.0287,1.7501,-3.9816,1.0189,-0.39668,-0.86179,-1.0777,1.5671,-1.7882,1.6034
2.1264,-0.02569,0.18783,-2.051,0.19782,3.6196,2.0406,0.62022,0.097336,-0.21503,0.086822,3.4429
2.2828,3.1724,-0.89941,-0.61792,-0.14873,1.3072,1.9651,2.7317,-0.91782,-0.89266,0.36536,1.1762
2.28,3.8579,0.12368,-1.8161,-1.2629,-1.9957,2.764,4.5293,-0.22616,-1.6967,-0.88161,-2.7127
1.7647,0.061101,2.4303,-0.090972,-0.4204,-2.0361,1.6672,-0.39612,2.4941,0.45945,-0.47036,-1.4666
-0.89838,-0.19589,0.30503,1.0127,-0.97631,3.4293,-0.58706,-0.1142,-0.31339,1.059,-0.97382,4.1382
0.11101,2.3826,-1.6793,3.7565,-0.89778,1.4532,0.89282,2.0798,0.92672,3.4583,-0.55377,2.1031
1.1003,1.6479,-0.18344,-0.82578,0.053743,3.2055,1.0644,1.6023,-0.042719,-0.27145,0.16362,3.8249
3.0408,0.085959,2.3796,0.76912,-3.9281,0.53523,2.2803,0.74454,1.8031,0.47967,-3.31,0.96329
-0.41517,1.7347,-1.0746,-0.85277,-2.425,-0.68913,-0.45083,1.458,-1.8235,-1.2075,-1.7893,-1.1364
0.43904,-0.089331,-1.8491,0.8231,1.7135,0.76132,1.3286,-0.52903,-1.2237,0.66867,0.83435,-0.06069
-0.076586,1.808,-1.6891,-1.1029,-0.040491,4.4663,0.83111,1.8456,-2.2181,-1.2974,-0.31705,3.2737
2.4362,-0.92242,-1.9912,0.97505,0.70321,-2.1338,2.2987,-1.1672,-1.731,1.021,0.79908,-2.0066
0.33762,2.8386,2.2733,-2.1845,-3.5618,-0.22545,-0.38557,1.9208,0.96963,-1.2127,-2.1506,-1.1232
-0.31955,2.5579,0.52679,4.3887,-1.3573,0.33348,-0.7323,1.9971,-0.75028,4.049,-0.97968,0.48179
0.057315,3.3623,1.4728,0.85614,-2.5706,-0.52062,-0.37096,2.7213,1.2878,0.82115,-2.0085,-1.1297
-0.085526,2.7965,-0.46835,1.9323,-2.0243,2.5646,-0.89038,2.9662,0.86359,2.0334,-2.1694,2.1712
1.883,0.0037222,-1.2897,1.1246,-2.2105,0.45687,1.1891,1.6034,-1.1159,0.71643,-1.5793,0.87285
-1.327,-0.34015,-0.02508,0.052912,-1.1041,1.465,-0.99519,-1.325,-0.017247,0.53903,-1.8493,2.6469
1.1098,3.9618,2.0571,1.7995,1.7551,2.973,0.84337,3.9359,1.9648,1.7023,1.9307,2.9017
-0.86795,4.233,1.4529,3.3478,-1.7813,1.06,-0.4997,3.9045,1.7581,3.1214,-1.5381,1.5294
1.4995,1.6478,1.3484,-1.6,1.4625,3.4632,0.90133,2.2029,1.3062,-1.3903,1.0608,2.3113
3.1708,-0.54331,0.099626,-0.2005,-1.4013,1.904,2.5725,-0.78184,0.31721,-1.0694,-0.71685,3.6598
2.4774,0.52817,1.055,-1.9654,0.69753,1.1002,2.2087,1.8836,1.1792,-1.3135,0.70929,0.38878
1.1483,-0.29904,2.4214,3.329,1.2376,4.2523,1.0143,-1.8429,2.2967,3.0003,2.2516,4.2356
2.774,-0.58328,2.4512,-0.46799,-1.5593,-1.9356,2.7973,0.53472,2.6021,-0.84181,-1.3949,-2.1667
3.083,-0.51029,2.0098,2.8296,-2.3065,1.5455,3.0653,-0.79533,1.6606,2.6195,-1.9832,2.0479
-0.44257,-0.96875,0.73342,0.62359,-0.96236,0.24196,-1.5553,-0.95995,0.068487,-0.24723,-0.96284,0.29128
1.2787,-1.2682,1.7269,0.055679,1.2605,-2.475,0.83807,0.37349,1.75,-0.88343,1.058,-1.652
-1.2702,3.7583,1.4135,-1.8118,-2.5511,1.6179,1.9907,3.7526,1.2805,-0.57993,-2.1577,2.3858
0.45268,-0.07149,1.6923,2.1485,-0.33376,4.145,-0.47247,0.54907,1.5018,2.0825,-0.2358,3.8927
1.5593,-1.0308,-0.47285,3.3608,-0.52195,3.21,1.4622,-1.5073,-0.6688,3.32,-0.64175,2.6293
0.67133,1.7671,2.6008,3.3656,-2.2073,4.4333,0.4659,2.092,0.098192,3.7114,-2.5192,3.694
2.4019,1.6102,0.1362,-0.094874,0.64177,-2.1195,2.2037,1.3943,-0.5226,0.50874,0.46268,-2.6922
-0.23169,-1.416,0.80258,3.6769,-0.81237,-2.5009,-0.69678,-1.3864,1.5238,3.7598,-0.8418,-2.2711
1.8678,0.23777,-1.8442,4.2721,-2.7992,3.9834,1.7294,0.045987,0.085563,3.1638,-2.8968,4.3072
-1.1037,-1.4238,0.77316,0.42832,1.7093,4.0309,0.35457,-1.467,0.99835,0.47969,1.9031,2.5596
2.9306,2.7326,-0.57801,2.5343,-1.8958,-1.4761,3.8512,3.3445,-1.0184,3.0039,-2.3192,-0.99417
2.9487,-0.46468,0.61258,-1.455,0.75913,-0.34132,2.8065,0.19803,0.36517,-1.8335,1.5347,-0.40292
-0.028395,-0.65918,1.8587,4.2492,-1.0635,3.0546,0.25516,0.0021084,0.15341,4.9814,-1.1495,2.928
1.434,-1.6365,2.6982,3.0557,-2.1434,4.5317,1.1508,-1.0772,4.4966,4.6994,-2.5893,2.6944
2.9869,1.063,2.5969,0.76526,0.88332,-1.7789,3.2629,2.4108,2.674,-0.61633,0.79051,-1.1642
0.42668,3.9731,0.14746,0.099035,0.092421,2.0287,-0.28573,4.738,0.85401,-0.86987,-0.77502,0.83383
2.1524,-1.3874,0.50788,4.0629,-3.7465,3.014,1.8468,-0.24199,0.1507,3.1116,-3.6431,3.4784
0.59055,3.3461,1.9579,-0.574,-0.055324,-2.2963,0.084085,3.5496,1.8643,-1.4512,-0.048741,-1.6448
-1.4185,0.93471,2.6011,-1.6813,-0.47445,1.3508,-0.27413,0.55489,2.9477,-0.73562,-0.67253,0.71427
0.16385,4.0719,1.7321,-1.9676,-1.8285,-2.4752,-0.39793,4.2119,1.892,-1.2048,-1.942,-2.3055
-0.17283,0.89808,2.268,-1.0526,0.49304,3.9293,-0.36991,1.2229,2.3017,-0.64219,0.25755,2.8311
1.9286,-1.716,2.6004,3.0071,-0.42291,-2.46,1.6967,0.58535,2.8502,3.1958,-0.43631,-1.8467
1.4491,2.0774,2.2564,-0.80726,1.6874,4.0819,1.595,2.2824,2.0143,-0.067317,2.2704,3.0616
-0.5879,1.4688,-0.96707,0.70681,-0.066558,4.1836,-0.94435,2.2385,-1.7016,0.80369,0.15577,2.1016
0.12449,-1.3357,1.6595,2.1626,-0.46333,-0.58511,0.064323,-0.64859,1.6548,2.1049,-0.17765,-0.63347
2.7203,2.4833,1.546,1.8378,-3.3927,-0.7188,2.0466,2.7906,0.023519,1.5168,-2.7924,-0.81454
1.2982,4.2915,1.6793,-1.7046,-3.4752,-0.71686,-0.67349,3.9039,1.1101,-0.50803,-2.8694,-1.1216
-1.5361,3.4,1.9554,3.4768,0.83114,-2.0879,-0.3654,3.7834,2.2518,3.591,0.80149,-2.7214
2.9806,0.68466,-0.24925,0.41945,-3.6449,3.8139,0.88102,3.1033,0.037383,1.2111,-3.0412,2.6686
1.9569,1.474,2.2017,3.9791,-2.7425,3.7242,2.1393,1.3277,-0.080951,3.7853,-2.7012,3.5343
0.58016,-1.4417,-1.9034,-0.011301,0.1025,4.413,0.62195,-1.5103,-1.0778,0.57622,0.89851,0.20438
-1.295,-1.1846,0.021583,3.1927,-2.9228,3.797,0.15686,0.11395,0.11589,3.5524,-3.4245,2.6599
-0.83581,3.4507,1.9871,-0.8165,-2.2464,0.51754,-0.33664,4.3129,2.3946,0.071129,-2.8807,0.26722
-1.0907,1.9901,1.8209,2.6679,-2.57,-0.72951,0.88847,0.18203,0.96575,2.3694,-2.102,-1.5022
-0.71617,-1.0833,1.7553,-0.54151,-0.082301,-1.0714,-0.8873,0.3129,1.7734,-0.084161,-0.40201,-0.8416
2.1426,1.2525,1.5658,-0.34597,1.0579,1.6737,2.1262,1.2057,1.2844,-0.51271,1.5968,1.2349
1.9118,-1.0229,2.3362,4.0308,-3.046,-0.0056748,1.354,-0.54341,0.91504,2.5014,-1.5085,-0.28475
1.4451,2.7748,1.9059,1.4785,-1.7169,3.2909,1.1729,3.2668,2.4456,2.1904,-1.9093,2.1751
0.76778,1.493,0.028441,2.0103,1.6199,1.3504,0.62341,1.0815,-1.0482,1.7761,1.8474,2.2442
2.588,-1.5227,-1.1748,0.46606,-2.6957,2.653,2.8881,0.3339,1.6437,0.17486,-3.0868,1.6096
-0.65792,-1.5872,-1.9839,-2.0007,1.0351,3.3897,0.28459,-1.1874,-1.3831,-2.1889,0.22654,1.0811
2.6037,-0.94342,2.1766,2.6239,0.8838,-1.4385,2.7223,0.099567,2.5434,3.0312,0.4537,-1.0202
0.2589,3.8546,1.1045,3.9947,0.75624,3.7567,2.5204,4.8165,1.0478,4.5169,-0.42549,1.2672
2.6144,3.7817,-0.17844,3.7611,-0.49343,2.4273,3.2237,3.982,-0.37808,3.557,-0.36913,3.1966
0.53285,-1.3859,-0.7268,3.8094,-3.9656,-0.46135,-0.41732,-0.34358,1.0294,2.4815,-3.1223,-1.4493
2.1568,-0.39029,-0.060341,0.19343,-0.099547,4.0088,2.2211,0.2906,0.59625,0.29392,-0.36064,3.0445
-0.40127,-1.5371,-1.7865,-1.5216,0.014823,-0.41815,-0.57237,0.21631,-1.7469,-1.766,0.20968,-0.64528
2.3843,4.2805,-1.3454,0.7227,-3.4553,3.2886,-0.023152,3.7543,0.56159,1.0374,-3.3517,2.2795
0.93522,-0.98863,-0.03673,2.9055,1.5676,-0.24112,0.075298,0.063448,0.037295,2.7726,1.8308,-0.28717
-0.98785,2.4008,1.4713,2.8921,-3.0968,3.093,1.6904,1.9059,0.078988,3.3583,-3.2502,3.0742
1.4938,0.88196,1.4042,1.4399,-2.8662,2.8295,1.0525,1.6609,1.2652,1.4044,-2.511,2.7056
1.5044,3.2866,1.7197,3.4027,-3.9652,1.2415,2.5856,1.0439,1.8247,2.3456,-3.4035,2.655
3.1056,1.6989,0.97936,-1.3599,-3.5901,0.81831,2.2764,1.3317,0.50327,-1.367,-2.4463,2.076
-0.0050709,3.4195,1.8713,1.0389,-2.0077,0.19057,1.1243,3.0398,2.1478,1.2993,-1.9225,0.29023
0.71238,1.8451,1.5405,2.2509,-2.1979,-2.2892,-0.9439,1.5358,1.7185,1.5146,-1.8014,-4.4618
0.5888,-1.619,-0.38653,2.77,-2.9949,2.8029,-0.51337,0.94471,-0.16418,3.2126,-3.2052,2.0915
2.9526,3.1054,-0.62875,1.1565,-0.70003,2.7477,2.767,3.3418,-0.08577,1.4512,-0.64071,1.8399
0.73164,2.3176,2.0651,3.9301,0.53573,-1.9801,0.88671,2.567,1.5749,3.6376,0.25957,-1.7431
2.2372,2.5374,-0.2816,1.9023,-3.2343,1.4766,1.2097,2.7831,0.54529,1.0106,-2.4862,2.5632
-1.2104,3.7164,2.2096,1.3058,1.584,2.8594,-0.64105,3.6186,2.5326,1.74,1.549,1.8255
2.3162,-1.4077,1.6269,1.0271,0.054789,4.5264,2.2919,-0.94378,1.3691,1.0174,0.36097,4.6835
-0.37656,-0.92049,1.3356,3.9396,-0.25695,1.5912,0.12311,-0.76438,-0.35256,4.3768,0.24385,1.6378
-0.70028,3.5896,0.13419,-1.8856,-3.4264,3.5643,-0.070818,3.8821,0.50362,-0.3141,-2.8327,2.4134
2.2189,1.2937,1.1177,-1.7689,-3.0271,4.5866,2.4331,0.22956,-0.11431,0.69671,-3.6015,3.8222
2.3822,3.112,-0.48127,1.4895,-1.7225,-0.22042,1.9996,3.4824,-0.33649,1.7053,-1.6714,-0.11299
1.2551,0.07867,0.81739,-1.5842,-2.2519,3.2316,1.19,-1.108,-0.18583,0.10846,-2.2223,3.2309
0.58064,3.4411,0.058718,1.4435,1.2198,4.6394,0.20843,3.1071,0.32192,1.5128,1.2341,4.5938
0.76832,2.2539,-1.471,2.5707,0.47196,-0.96579,0.33374,3.1581,-0.24201,2.8666,-0.090164,-0.46364
2.1586,3.04,0.092468,-0.75412,0.71578,1.6646,2.2629,2.9069,0.44525,-1.0054,0.35989,2.2983
2.9337,0.38332,1.3941,-1.8454,-1.8116,-0.94664,3.0131,2.5964,1.353,-1.1029,-1.5646,-0.6153
0.97474,2.0739,-0.45042,2.695,0.60817,-0.80784,0.32116,2.189,-0.70134,2.4428,0.38684,-0.77231
-0.20425,1.4023,1.5907,4.3608,-0.27769,3.6051,-1.2641,2.0094,0.16717,4.1968,-0.2243,3.7176
1.9495,3.5736,0.48642,3.2806,0.40405,3.2047,1.2836,4.5107,1.6022,4.0248,0.17814,1.7838
1.926,2.444,-1.3852,1.9553,-3.3419,-0.11737,-0.5444,0.76763,-1.5773,0.56445,-0.25254,-0.78456
-0.50035,-1.5149,0.76001,1.4391,-0.6355,2.0618,-1.1447,-0.63204,1.6445,1.9321,-1.5081,1.2396
-0.95966,0.42933,-0.92158,-1.629,0.54686,2.8778,0.23664,0.36799,0.68888,-1.3049,-0.82157,-0.70197
0.58511,1.1899,-1.9187,-1.8433,1.5586,2.3048,0.14278,1.6817,-1.5457,-1.627,1.7682,1.0652
1.5083,3.4056,0.54747,-0.19133,-2.0608,-1.3413,0.071457,3.6839,0.80634,-0.016357,-1.5723,-1.9504
-0.15255,0.48615,-0.99131,2.1772,-2.3559,2.9617,1.0569,-0.062198,0.18645,2.7373,-2.6773,1.6115
-0.93038,0.94015,2.2117,-1.6154,-0.072963,4.2105,-1.3797,0.79748,2.0744,-1.3683,-0.162,2.8589
-0.39645,0.11401,2.3961,1.8378,-1.0842,-0.90787,0.25583,0.043991,2.1324,2.0131,-0.86119,-0.86074
3.114,2.0962,2.497,3.7333,0.13538,0.60147,2.7759,2.2396,2.1045,3.1777,0.1716,0.87661
-0.10279,3.6564,-0.28844,-1.0657,-2.7251,2.6984,0.010051,3.7459,-1.3688,0.11982,-3.2365,2.1722
0.9472,2.3117,1.2796,0.54418,-0.39148,4.2424,-1.1535,2.5305,1.4487,1.0229,-0.53839,3.1994
-1.494,2.1659,-1.6335,-1.6896,-2.8483,-2.4654,1.5259,2.0004,-0.75604,-1.1241,-2.8254,-2.2809
1.5335,3.0953,-1.2905,4.2987,1.6923,3.6523,0.18849,3.1848,0.17943,3.974,1.5902,2.3801
2.3672,-1.6355,-1.1212,-1.564,-3.6885,-1.4545,1.7494,0.63032,-0.94315,-1.3127,-3.0118,-2.4418
-0.25623,1.9101,-1.2861,1.0364,0.30679,-2.4936,-0.57071,2.1582,-0.78326,1.3089,-0.57068,-1.3017
-1.1246,3.4777,0.89372,3.1747,-3.317,-2.1253,-0.66405,3.1054,2.5296,3.0117,-3.0041,-2.5376
-0.83535,0.00046662,-1.4094,3.371,0.060776,4.0858,0.42966,-0.92266,1.7786,3.7328,0.10518,3.4493
2.6544,3.2532,-0.31969,-0.7522,-3.7951,2.4318,-0.0837,3.8963,-0.20362,-1.2548,-3.2268,2.0629
-1.3092,2.3799,0.63098,2.9431,-3.5147,-1.6561,-0.90232,1.3833,2.0881,1.855,-2.7071,-3.5327
-0.31168,0.1911,-0.87423,-0.61232,-1.8948,4.4387,-1.5929,0.95717,-1.0132,-1.0544,-1.6375,2.9606
-1.4238,3.6623,2.2739,-0.68167,-2.5591,-0.080645,0.20496,2.6442,1.9656,0.91409,-1.6387,-0.16157
3.1032,-1.8082,-2.0024,4.1291,-0.45039,-1.2495,3.0757,-0.92372,-0.82493,3.8444,-0.048196,-2.0426
2.42,2.3873,1.1833,3.3079,0.58502,3.7489,2.7994,2.7244,2.9523,4.2812,0.71758,3.6449
-1.4957,-1.0891,1.5461,1.7689,-2.6049,3.4723,0.57297,-0.21109,1.5493,1.7475,-2.9028,3.0885
0.38312,2.6682,1.0048,-1.0215,1.5702,-1.5104,0.62773,2.6731,1.0891,-0.62577,1.7416,-1.2651
1.3272,-0.87997,0.99606,-1.3741,-1.4549,-0.087045,1.0788,0.69516,1.2787,-1.305,-1.819,0.5134
2.7054,3.8135,-1.6095,1.0661,1.3899,0.67323,3.1084,4.0073,-0.89271,0.83162,1.4983,0.48977
0.37027,1.8022,-1.4637,1.6931,-1.6332,-0.28146,-0.20537,1.7253,-0.1802,1.904,-1.0153,-0.029435
0.86888,1.5819,-0.22739,3.1921,-0.77426,-1.6115,0.51626,1.6792,0.85094,3.1907,-0.63862,-2.1335
-1.251,3.5561,-0.72757,-1.6908,0.41669,0.95727,-0.71546,3.5326,0.68165,-1.5687,0.19497,0.92806
3.2234,1.8513,1.8265,2.041,-2.0257,0.13389,2.9293,0.52963,1.919,1.8906,-1.148,0.10569
-0.78237,2.3757,-0.75884,-2.193,-0.69691,-1.5846,-0.24425,2.5867,0.10617,-2.1893,-0.70915,-1.4279
1.5203,1.553,2.3749,-1.1451,0.54756,-1.2395,1.3825,1.295,2.1789,-0.4112,0.80289,-2.1733
0.000834,2.9363,0.87589,1.855,-0.74614,-2.4236,0.59021,2.9798,1.1113,1.7893,-0.70166,-2.5855
2.0099,1.9746,1.0091,0.7237,-2.1705,0.95434,2.9554,-0.0026975,1.3338,1.0006,-2.4339,0.61515
0.76714,-0.080756,-0.12135,1.8806,-2.5619,-0.085554,0.35492,-0.51736,0.71781,0.99206,-1.8271,-0.36831
0.9579,4.3271,-0.98513,-1.5216,-3.6313,0.9614,0.18424,4.5017,-1.4946,0.14506,-2.6041,2.0183
-1.321,3.9826,-1.6741,-0.21553,-0.1922,2.7701,-0.59749,4.4956,-1.117,0.67198,-0.3936,2.2628
-0.7111,1.3348,-0.80608,2.5902,1.4622,-0.85517,-0.10677,1.642,-0.51025,2.5259,1.4893,-0.45912
1.3122,1.582,1.0577,2.5836,-1.2365,-0.042456,0.77958,1.9024,0.37166,1.8555,-0.65699,-0.644
2.2805,1.9505,0.11054,-0.06298,0.88274,3.1271,2.488,2.2693,0.74046,0.077714,0.38597,2.8789
3.1988,1.3235,1.0472,-1.0846,-3.328,1.7134,2.3568,2.1159,1.5746,-0.87126,-2.8629,2.4867
2.2907,2.0696,1.7659,3.4826,-0.27003,-1.4546,2.147,2.0067,2.0572,3.0947,-0.036685,-1.9313
0.12665,3.3226,1.099,0.43364,-2.9983,1.9227,-0.27705,3.0773,0.8021,0.14134,-2.5892,2.8729
-1.0004,-0.91421,2.5144,-0.18059,-4.0746,-1.7385,-1.7588,-1.836,2.0621,-0.046313,-3.6257,-2.5077
0.3358,2.4272,0.91135,0.34632,-4.085,-0.86517,-0.56415,1.4375,-0.62968,0.016849,-3.2095,-1.7892
0.3538,-1.55,0.43674,-1.1905,-1.1489,-0.72884,1.2122,-0.33863,1.4946,0.67171,-2.4973,-0.81959
-0.74316,0.23728,1.2823,4.2065,-1.8469,2.4133,-0.097756,-1.2528,0.11334,4.1368,-1.6301,2.8707
-1.2924,4.3219,1.1757,3.2682,-3.7966,-0.11463,-0.98761,2.7717,0.3959,1.1598,-1.4176,-0.96985
1.686,-1.7762,-1.4519,2.2913,1.0905,-1.4687,1.9362,-1.1542,-0.52273,2.1849,0.62075,-1.0146
1.7331,0.50496,1.6823,0.52183,-0.24202,-0.34763,1.8045,1.8521,1.8279,-0.2524,-0.41254,-0.51541
0.61949,-0.10309,-1.4527,-0.44045,0.097048,3.3079,1.0141,-0.53936,-1.3432,0.21423,0.61354,0.97756
0.88693,1.8573,-1.4579,1.0958,1.2032,1.5863,1.1833,1.6019,-1.421,0.96344,1.0866,1.8029
2.3497,-0.7407,0.54957,1.0111,0.84149,-0.96246,2.261,-0.28635,0.40798,1.173,0.78954,-0.52892
2.2949,2.5417,-1.5704,-1.3187,-3.7833,3.6193,-0.075603,3.9059,-1.0634,-1.483,-3.0347,2.2286
0.11314,-1.1161,-0.07011,-0.84373,-3.992,1.4072,-1.2468,0.72459,-0.63294,-0.84175,-1.6253,1.2068
